COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE CODE,LOCALITY ID,LATITUDE,LONGITUDE,OBSERVATION DATE,Year,Month,Day,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2011-08-20,27,,,06:30:00,obsr99498,S8861482,eBird - Traveling Count,300,10,9,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2011-09-13,27,,,07:00:00,obsr162234,S12679553,eBird - Traveling Count,600,111.042,5,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L1348888,-16.6202916,-56.7353113,2011-06-11,27,,,06:00:00,obsr18218,S9412154,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1744851,-9.60355,-55.93243,2011-08-18,27,,,15:00:00,obsr37316,S11572862,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,2011-04-23,27,,,,obsr273931,S8496786,eBird - Casual Observation,,,2,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2011-06-13,27,,,09:00:00,obsr418885,S32018027,eBird - Casual Observation,,,2,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2011-06-13,27,,,,obsr418885,S29377102,Historical,,,2,1,
Plain Tyrannulet,Inezia inornata,1,PY-ASU,L2762852,-25.287,-57.651,2011-09-25,27,,,15:30:00,obsr130476,S20167222,eBird - Casual Observation,45,,1,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L3053997,-15.0079331,-59.9457321,2011-10-17,27,,,05:00:00,obsr412230,S19568240,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L2520416,-13.0808159,-69.5827675,2011-08-21,27,,,05:30:00,obsr215362,S16325643,eBird - Stationary Count,180,,4,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L5001209,-14.2120956,-65.0026703,2011-09-10,27,,,,obsr312212,S32125746,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L1059560,-17.7502398,-63.2092381,2011-09-06,27,,,,obsr312212,S32124856,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BO-B,L5001150,-14.1133113,-64.9294567,2011-09-09,27,,,,obsr312212,S32125580,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,BO-C,L998867,-18.0963611,-64.6385207,2011-09-14,27,,,,obsr312212,S32122964,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L816130,-17.9483605,-63.1605721,2011-09-12,27,,,06:30:00,obsr312212,S32114859,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1256234,-19.9526426,-56.3044081,2011-10-10,27,,,,obsr428375,S30009432,eBird - Casual Observation,,,,0,G1792337
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2011-05-14,27,,,08:00:00,obsr89428,S8297246,eBird - Traveling Count,240,1.609,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2011-08-22,27,,,07:00:00,obsr210456,S8775475,eBird - Traveling Count,360,9.656,10,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L831297,-17.7664245,-63.0697632,2011-09-11,27,,,15:00:00,obsr312212,S32114652,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,PE-UCA,L1244560,-10.4404307,-74.0078545,2011-05-24,27,,,05:30:00,obsr51707,S8624649,eBird - Traveling Count,210,1.609,1,1,G1133830
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2011-04-29,27,,,,obsr614487,S34974271,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,1,BO-N,L1776196,-11.2767249,-69.1844838,2011-06-02,27,,,09:30:00,obsr220662,S11958413,eBird - Traveling Count,180,3.219,2,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875081,-17.3645242,-56.7751122,2012-09-01,27,,,,obsr291429,S25841982,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,1,BO-B,L1618405,-11.0897263,-66.1091366,2012-07-07,27,,,06:00:00,obsr104040,S11128548,eBird - Traveling Count,240,3.219,4,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762284,-22.55,-59.3833333,2012-10-12,27,,,,obsr354980,S20169318,eBird - Casual Observation,,,2,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762087,-21.02,-61.66,2012-10-14,27,,,,obsr354980,S20167139,eBird - Casual Observation,,,2,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2100313,-25.8141089,-58.8084412,2012-10-08,27,,,10:00:00,obsr402534,S13647735,eBird - Traveling Count,360,3,3,1,
Plain Tyrannulet,Inezia inornata,3,BR-MT,L1464769,-16.7581146,-56.8772335,2012-06-12,27,,,,obsr37316,S11046152,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,AR-P,L2767640,-26.1053,-58.5639,2012-10-08,27,,,07:26:00,obsr433235,S17820222,eBird - Traveling Count,300,5,10,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2012-06-13,27,,,,obsr37316,S11046150,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2012-03-29,27,,,,obsr222714,S33538768,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2012-09-14,27,,,,obsr139848,S33482240,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L1894547,-17.0038009,-56.7856951,2012-06-29,27,,,06:15:00,obsr27969,S12698588,eBird - Traveling Count,300,48.279,16,1,G619081
Plain Tyrannulet,Inezia inornata,X,BR-MT,L968651,-13.5407027,-56.6315174,2012-07-31,27,,,06:00:00,obsr412230,S14663420,eBird - Casual Observation,,,6,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2012-08-03,27,,,08:30:00,obsr669043,S26254736,eBird - Traveling Count,120,5,5,0,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2012-07-31,27,,,07:00:00,obsr669043,S28085018,eBird - Traveling Count,270,83,7,0,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L3167931,-19.668453,-56.6015625,2012-10-08,27,,,07:00:00,obsr398985,S20598477,eBird - Traveling Count,720,48.28,10,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L3167931,-19.668453,-56.6015625,2012-10-09,27,,,07:00:00,obsr398985,S20600689,eBird - Traveling Count,720,80.467,10,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L3167931,-19.668453,-56.6015625,2012-10-10,27,,,07:00:00,obsr398985,S20619613,eBird - Traveling Count,720,80.467,10,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2012-08-14,27,,,07:00:00,obsr119240,S11442564,eBird - Traveling Count,270,4.828,11,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L1464769,-16.7581146,-56.8772335,2012-08-08,27,,,07:00:00,obsr119240,S11437600,eBird - Traveling Count,330,3.219,11,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2012-08-12,27,,,13:30:00,obsr119240,S11442162,eBird - Traveling Count,300,60,11,1,
Plain Tyrannulet,Inezia inornata,4,BO-S,L1612754,-17.4949981,-61.5136064,2012-06-30,27,,,10:00:00,obsr220662,S11100294,eBird - Traveling Count,180,16.093,4,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L1530603,-17.9812962,-63.1426899,2012-09-14,27,,,06:30:00,obsr220662,S11807037,eBird - Traveling Count,60,3.219,9,1,
Plain Tyrannulet,Inezia inornata,2,BO-B,L1792573,-11.11937,-66.1270522,2012-10-01,27,,,06:30:00,obsr220662,S11911483,eBird - Traveling Count,120,6.437,1,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L1894547,-17.0038009,-56.7856951,2012-06-29,27,,,06:15:00,obsr213319,S14104110,eBird - Traveling Count,300,48.279,16,1,G619081
Plain Tyrannulet,Inezia inornata,1,BO-B,L1777546,-14.868481,-64.9695672,2012-08-24,27,,,16:30:00,obsr220662,S11801678,eBird - Traveling Count,120,3.219,4,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,2012-06-09,27,,,04:50:00,obsr99046,S10945806,eBird - Traveling Count,831,4.007,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2013-09-11,27,,,05:45:00,obsr111130,S15151091,eBird - Traveling Count,750,8.047,4,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875421,-16.7480953,-56.857471,2013-09-10,27,,,06:15:00,obsr142759,S16286957,eBird - Traveling Count,380,6.437,10,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875421,-16.7480953,-56.857471,2013-09-16,27,,,05:30:00,obsr339449,S15188549,eBird - Traveling Count,225,4,11,1,
Plain Tyrannulet,Inezia inornata,3,BO-S,L2445818,-18.9319444,-63.3466667,2013-12-02,27,,,06:50:00,obsr293722,S15846405,eBird - Traveling Count,185,.5,2,1,G739638
Plain Tyrannulet,Inezia inornata,3,BO-S,L2445818,-18.9319444,-63.3466667,2013-12-02,27,,,06:50:00,obsr112693,S15836422,eBird - Traveling Count,185,.5,2,1,G739638
Plain Tyrannulet,Inezia inornata,1,BR-MT,L1464769,-16.7581146,-56.8772335,2013-08-08,27,,,06:30:00,obsr199722,S15760803,Historical,,,15,0,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2514143,-16.564467,-56.7176056,2013-09-11,27,,,06:30:00,obsr142759,S16287492,eBird - Traveling Count,720,8.047,10,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875094,-17.1174301,-56.9291611,2013-09-09,27,,,06:30:00,obsr142759,S16277923,eBird - Traveling Count,330,8.047,10,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L2277213,-12.5300153,-68.9374924,2013-07-11,27,,,05:30:00,obsr206978,S14638403,eBird - Traveling Count,480,8,2,1,G659983
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2514143,-16.564467,-56.7176056,2013-06-29,27,,,,obsr508255,S30266677,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2360687,-13.81916,-57.31515,2013-09-17,27,,,06:03:00,obsr37316,S15213264,eBird - Traveling Count,243,5.288,1,1,
Plain Tyrannulet,Inezia inornata,3,BR-MT,L891932,-16.3786111,-56.6208333,2013-07-21,27,,,06:00:00,obsr345168,S14797471,eBird - Traveling Count,690,20,7,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831297,-17.7664245,-63.0697632,2013-08-14,27,,,06:50:00,obsr127404,S14944049,eBird - Traveling Count,175,2.414,2,1,G688309
Plain Tyrannulet,Inezia inornata,3,BO-B,L2339147,-11.03995,-65.794027,2013-08-30,27,,,10:27:00,obsr127404,S15050545,eBird - Traveling Count,80,.966,2,1,G688267
Plain Tyrannulet,Inezia inornata,2,BO-B,L2339147,-11.03995,-65.794027,2013-08-31,27,,,05:58:00,obsr127404,S15059312,eBird - Traveling Count,313,3.219,2,1,G688265
Plain Tyrannulet,Inezia inornata,1,AR-H,L2317432,-25.650518,-63.279298,2013-08-09,27,,,06:09:00,obsr127404,S14915680,eBird - Traveling Count,537,10.46,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L874945,-16.4569228,-56.69135,2013-07-22,27,,,06:00:00,obsr345168,S14797799,eBird - Traveling Count,660,75,7,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3129903,-16.7006556,-56.8422318,2013-10-03,27,,,,obsr37316,S20293653,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L3129903,-16.7006556,-56.8422318,2013-10-02,27,,,,obsr37316,S20293658,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,10,BO-B,L2337822,-11.023002,-66.098747,2013-08-29,27,,,06:28:00,obsr127404,S15043890,eBird - Traveling Count,367,6.437,2,1,G688270
Plain Tyrannulet,Inezia inornata,5,BO-B,L2337822,-11.023002,-66.098747,2013-08-30,27,,,15:12:00,obsr127404,S15050534,eBird - Traveling Count,188,3.54,2,1,G688266
Plain Tyrannulet,Inezia inornata,9,BO-B,L2337822,-11.023002,-66.098747,2013-08-28,27,,,10:44:00,obsr127404,S15041638,eBird - Traveling Count,453,4.828,2,1,G688271
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2308495,-16.5030776,-56.7453337,2013-08-30,27,,,,obsr37316,S16446053,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L2277213,-12.5300153,-68.9374924,2013-07-11,27,,,05:30:00,obsr418104,S14639577,eBird - Traveling Count,480,8,2,1,G659983
Plain Tyrannulet,Inezia inornata,1,BR-MS,L2344821,-19.5772183,-56.1508656,2013-09-09,27,,,07:00:00,obsr425986,S15129761,eBird - Traveling Count,240,16.093,1,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875094,-17.1174301,-56.9291611,2013-08-28,27,,,,obsr37316,S16446050,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,8,BR-MT,L875094,-17.1174301,-56.9291611,2013-08-29,27,,,,obsr37316,S16446051,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2013-07-30,27,,,14:00:00,obsr152076,S14864485,eBird - Traveling Count,240,8.047,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2013-09-12,27,,,06:30:00,obsr535937,S20176903,eBird - Traveling Count,360,10,6,1,G1051704
Plain Tyrannulet,Inezia inornata,1,BR-MS,L2312654,-17.3171882,-56.7176563,2013-08-06,27,,,06:40:00,obsr412230,S14886795,eBird - Traveling Count,178,11.25,4,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2362437,-16.5903312,-56.7485583,2013-09-21,27,,,11:05:00,obsr412230,S15226321,eBird - Traveling Count,35,.2,4,1,
Plain Tyrannulet,Inezia inornata,2,BR-AM,L2238269,-2.6397012,-60.8785915,2013-11-01,27,,,15:15:00,obsr412230,S15542363,eBird - Traveling Count,180,15,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875081,-17.3645242,-56.7751122,2013-08-16,27,,,,obsr220859,S26079322,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L602498,-12.603921,-69.2015076,2013-09-10,27,,,06:30:00,obsr106380,S15467468,eBird - Traveling Count,120,16.093,5,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831297,-17.7664245,-63.0697632,2013-08-14,27,,,06:50:00,obsr90467,S15100370,eBird - Traveling Count,175,2.414,2,1,G688309
Plain Tyrannulet,Inezia inornata,2,BO-B,L2339147,-11.03995,-65.794027,2013-08-31,27,,,05:58:00,obsr90467,S15100307,eBird - Traveling Count,313,3.219,2,1,G688265
Plain Tyrannulet,Inezia inornata,3,BO-B,L2339147,-11.03995,-65.794027,2013-08-30,27,,,10:27:00,obsr90467,S15100310,eBird - Traveling Count,80,.966,2,1,G688267
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2013-09-05,27,,,06:00:00,obsr412230,S15166730,eBird - Traveling Count,450,5.5,7,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2013-08-03,27,,,06:42:00,obsr412230,S14886961,eBird - Traveling Count,144,5.1,3,1,
Plain Tyrannulet,Inezia inornata,10,BO-B,L2337822,-11.023002,-66.098747,2013-08-29,27,,,06:28:00,obsr90467,S15100315,eBird - Traveling Count,367,6.437,2,1,G688270
Plain Tyrannulet,Inezia inornata,5,BO-B,L2337822,-11.023002,-66.098747,2013-08-30,27,,,15:12:00,obsr90467,S15100308,eBird - Traveling Count,188,3.54,2,1,G688266
Plain Tyrannulet,Inezia inornata,9,BO-B,L2337822,-11.023002,-66.098747,2013-08-28,27,,,10:44:00,obsr90467,S15100316,eBird - Traveling Count,453,4.828,2,1,G688271
Plain Tyrannulet,Inezia inornata,1,AR-P,L1007154,-26.343422,-58.2221639,2013-04-13,27,,,,obsr228451,S30220962,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,4,AR-P,L1007154,-26.343422,-58.2221639,2013-10-05,27,,,10:00:00,obsr228451,S15338443,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,10,AR-P,L1007154,-26.343422,-58.2221639,2013-11-25,27,,,06:00:00,obsr228451,S15762929,eBird - Casual Observation,,,4,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2341011,-16.6206959,-56.7353135,2013-09-22,27,,,05:05:00,obsr412230,S15228374,eBird - Traveling Count,139,2.2,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2013-09-12,27,,,06:30:00,obsr105133,S20641141,eBird - Traveling Count,360,10,6,1,G1051704
Plain Tyrannulet,Inezia inornata,1,BR-MT,L2308495,-16.5030776,-56.7453337,2013-05-20,27,,,05:45:00,obsr556494,S21372756,eBird - Traveling Count,555,6.437,3,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L599455,-12.4442778,-70.70425,2013-05-04,27,,,07:00:00,obsr42886,S30470328,eBird - Stationary Count,180,,15,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L2461564,-19.988,-62.963,2013-11-02,27,,,05:30:00,obsr51707,S15918561,eBird - Traveling Count,780,16.093,1,1,G751547
Plain Tyrannulet,Inezia inornata,1,BO-S,L997507,-16.1131113,-61.98349,2013-10-12,27,,,05:00:00,obsr220662,S15899239,eBird - Traveling Count,240,4.828,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2013-09-10,27,,,07:00:00,obsr430878,S16504796,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L2312008,-13.0773464,-69.5846128,2013-06-15,27,,,05:16:00,obsr169881,S14883119,eBird - Stationary Count,272,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2514143,-16.564467,-56.7176056,2013-09-11,27,,,06:00:00,obsr430878,S16505086,eBird - Casual Observation,,,2,1,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L481850,-13.0774718,-69.5805359,2013-07-27,27,,,07:51:00,obsr169881,S14935407,eBird - Traveling Count,593,9,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,2013-07-12,27,,,11:05:00,obsr169881,S14929094,eBird - Traveling Count,395,.5,1,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875085,-16.7842068,-56.844017,2014-08-07,27,,,07:00:00,obsr215832,S20025144,eBird - Traveling Count,480,8.047,13,1,G1012902
Plain Tyrannulet,Inezia inornata,2,PY-1,L3085999,-22.712486,-57.375996,2014-09-16,27,,,05:30:00,obsr119128,S19857940,eBird - Traveling Count,150,.998,1,1,G1047953
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2014-08-08,27,,,06:30:00,obsr175273,S19544239,eBird - Casual Observation,,,13,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L3093975,-23.651884,-58.408497,2014-09-22,27,,,16:48:00,obsr119128,S19919127,eBird - Traveling Count,77,.998,1,1,G1047970
Plain Tyrannulet,Inezia inornata,2,BR-MT,L891932,-16.3786111,-56.6208333,2014-08-17,27,,,06:10:00,obsr142759,S19908181,eBird - Traveling Count,785,8.047,14,1,
Plain Tyrannulet,Inezia inornata,4,BR-MT,L1464769,-16.7581146,-56.8772335,2014-08-17,27,,,06:30:00,obsr272851,S19831736,eBird - Traveling Count,600,9.656,8,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2312534,-17.2992208,-56.8381275,2014-08-20,27,,,06:40:00,obsr142759,S19910478,eBird - Traveling Count,205,4.828,14,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L874945,-16.4569228,-56.69135,2014-08-22,27,,,06:00:00,obsr142759,S19915700,eBird - Traveling Count,310,12.07,14,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L3085996,-23.112497,-59.333118,2014-09-17,27,,,05:46:00,obsr119128,S19857910,eBird - Casual Observation,,,1,1,G1047957
Plain Tyrannulet,Inezia inornata,2,PY-15,L3085996,-23.112497,-59.333118,2014-09-22,27,,,06:15:00,obsr119128,S19919120,eBird - Traveling Count,150,.998,1,1,G1047969
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875421,-16.7480953,-56.857471,2014-07-05,27,,,10:50:00,obsr160496,S19509900,eBird - Traveling Count,110,.966,2,1,G979682
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2014-07-15,27,,,,obsr497778,S19880923,Historical,,,8,1,
Plain Tyrannulet,Inezia inornata,8,PY-19,L3093915,-21.80411,-60.226433,2014-09-20,27,,,05:55:00,obsr119128,S19919099,eBird - Traveling Count,200,1.996,1,1,G1047966
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2514143,-16.564467,-56.7176056,2014-09-08,27,,,06:00:00,obsr142759,S19937915,eBird - Traveling Count,230,1.609,14,1,G1031541
Plain Tyrannulet,Inezia inornata,3,BR-MT,L2514143,-16.564467,-56.7176056,2014-08-21,27,,,06:00:00,obsr142759,S19914618,eBird - Traveling Count,320,4.023,14,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L2341011,-16.6206959,-56.7353135,2014-07-05,27,,,06:05:00,obsr160496,S19509779,eBird - Traveling Count,110,.402,3,1,G979671
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875094,-17.1174301,-56.9291611,2014-08-14,27,,,,obsr289222,S20042611,eBird - Casual Observation,,,9,1,G996304
Plain Tyrannulet,Inezia inornata,2,AR-P,L3157432,-26.212203,-58.227788,2014-11-10,27,,,09:57:00,obsr229078,S20506867,eBird - Traveling Count,577,5.005,1,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2014-08-09,27,,,06:30:00,obsr7072,S19575863,eBird - Traveling Count,540,50,8,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875081,-17.3645242,-56.7751122,2014-08-20,27,,,03:00:00,obsr176353,S19641642,eBird - Traveling Count,480,8.047,11,1,
Plain Tyrannulet,Inezia inornata,2,PY-1,L3085999,-22.712486,-57.375996,2014-09-16,27,,,05:30:00,obsr538107,S20588676,eBird - Traveling Count,150,.998,1,1,G1047953
Plain Tyrannulet,Inezia inornata,1,BR-MT,L891932,-16.3786111,-56.6208333,2014-05-07,27,,,06:00:00,obsr176986,S18835440,eBird - Traveling Count,450,24.14,9,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L3093975,-23.651884,-58.408497,2014-09-22,27,,,16:48:00,obsr538107,S20588760,eBird - Traveling Count,77,.998,1,1,G1047970
Plain Tyrannulet,Inezia inornata,2,BR-MT,L1464769,-16.7581146,-56.8772335,2014-07-15,27,,,08:00:00,obsr31833,S22747500,eBird - Traveling Count,210,1.658,9,1,
Plain Tyrannulet,Inezia inornata,10,BO-B,L2990707,-14.7249151,-64.946537,2014-07-19,27,,,16:00:00,obsr229078,S19164913,eBird - Traveling Count,60,1.609,3,1,
Plain Tyrannulet,Inezia inornata,10,BO-B,L2989633,-14.9975202,-64.7460365,2014-07-22,27,,,06:30:00,obsr229078,S19189916,eBird - Traveling Count,720,5,1,1,
Plain Tyrannulet,Inezia inornata,10,BO-B,L2989633,-14.9975202,-64.7460365,2014-07-20,27,,,07:00:00,obsr229078,S19158827,eBird - Traveling Count,60,1.609,1,1,
Plain Tyrannulet,Inezia inornata,1,PY-15,L3085996,-23.112497,-59.333118,2014-09-17,27,,,05:46:00,obsr538107,S20588697,eBird - Casual Observation,,,1,1,G1047957
Plain Tyrannulet,Inezia inornata,2,PY-15,L3085996,-23.112497,-59.333118,2014-09-22,27,,,06:15:00,obsr538107,S20588756,eBird - Traveling Count,150,.998,1,1,G1047969
Plain Tyrannulet,Inezia inornata,10,BO-B,L2989633,-14.9975202,-64.7460365,2014-07-21,27,,,07:00:00,obsr229078,S19173817,eBird - Traveling Count,180,3,2,1,
Plain Tyrannulet,Inezia inornata,3,BO-B,L2989633,-14.9975202,-64.7460365,2014-07-31,27,,,06:30:00,obsr229078,S19310593,eBird - Traveling Count,180,10,4,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L875421,-16.7480953,-56.857471,2014-07-05,27,,,10:50:00,obsr169815,S19509905,eBird - Traveling Count,110,.966,2,1,G979682
Plain Tyrannulet,Inezia inornata,8,PY-19,L3093915,-21.80411,-60.226433,2014-09-20,27,,,05:55:00,obsr538107,S20588728,eBird - Traveling Count,200,1.996,1,1,G1047966
Plain Tyrannulet,Inezia inornata,7,BR-MT,L3055614,-16.5122399,-56.7117691,2014-08-15,27,,,06:30:00,obsr7072,S19580571,eBird - Traveling Count,240,20,13,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L2514143,-16.564467,-56.7176056,2014-09-08,27,,,06:00:00,obsr56743,S20365233,eBird - Traveling Count,230,1.609,14,1,G1031541
Plain Tyrannulet,Inezia inornata,1,BO-S,L994628,-18.1830503,-63.8772422,2014-07-09,27,,,07:10:00,obsr27229,S19260314,eBird - Traveling Count,85,.5,4,1,G965816
Plain Tyrannulet,Inezia inornata,1,BR-MT,L2341011,-16.6206959,-56.7353135,2014-07-05,27,,,06:05:00,obsr169815,S19509781,eBird - Traveling Count,110,.402,3,1,G979671
Plain Tyrannulet,Inezia inornata,5,BO-B,L2990564,-14.9119431,-64.9992371,2014-07-20,27,,,12:00:00,obsr229078,S19164268,eBird - Traveling Count,180,3.219,3,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L3130469,-17.851166,-60.7416916,2014-09-12,27,,,09:21:00,obsr221425,S20297817,eBird - Traveling Count,171,2.414,3,1,
Plain Tyrannulet,Inezia inornata,1,AR-A,L3138238,-24.930439,-63.6541367,2014-10-27,27,,,08:00:00,obsr131204,S20431530,eBird - Traveling Count,90,1,14,1,G1036300
Plain Tyrannulet,Inezia inornata,2,AR-P,L3132784,-24.0930144,-61.9425488,2014-10-22,27,,,05:30:00,obsr243813,S20316163,eBird - Traveling Count,180,2,4,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2014-05-28,27,,,,obsr566023,S23206261,Historical,,,3,1,
Plain Tyrannulet,Inezia inornata,1,BR-MT,L971972,-17.2826279,-56.6988087,2014-08-19,27,,,06:00:00,obsr261930,S19716704,eBird - Traveling Count,360,25,5,1,
Plain Tyrannulet,Inezia inornata,7,AR-A,L3172807,-25.0854434,-64.0599918,2014-10-25,27,,,17:00:00,obsr338435,S20633288,eBird - Traveling Count,90,1.287,14,1,G1051036
Plain Tyrannulet,Inezia inornata,2,AR-A,L3137453,-25.08589,-64.5974,2014-10-25,27,,,17:00:00,obsr131204,S20431515,eBird - Traveling Count,60,1,14,1,G1036295
