COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,STATE CODE,LOCALITY ID,LATITUDE,LONGITUDE,OBSERVATION DATE,Year,Month,Day,TIME OBSERVATIONS STARTED,OBSERVER ID,SAMPLING EVENT IDENTIFIER,PROTOCOL TYPE,DURATION MINUTES,EFFORT DISTANCE KM,NUMBER OBSERVERS,ALL SPECIES REPORTED,GROUP IDENTIFIER
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L768519,-12.8376921,-69.2944136,1987-06-21,27,,,07:00:00,obsr107968,S6281883,eBird - Traveling Count,540,9.656,4,1,
Plain Tyrannulet,Inezia inornata,10,PE-MDD,L768519,-12.8376921,-69.2944136,1987-06-24,27,,,07:00:00,obsr107968,S6301516,eBird - Traveling Count,360,8.047,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,1994-09-09,27,,,,obsr2808,S22936877,Historical,,,14,1,
Plain Tyrannulet,Inezia inornata,2,BR-MT,L875085,-16.7842068,-56.844017,1999-08-06,27,,,08:00:00,obsr107968,S6185850,eBird - Traveling Count,480,48.279,3,1,G155678
Plain Tyrannulet,Inezia inornata,4,BR-MT,L875085,-16.7842068,-56.844017,1999-08-07,27,,,05:45:00,obsr107968,S6189975,eBird - Traveling Count,360,8.047,5,0,G155861
Plain Tyrannulet,Inezia inornata,1,BO-S,L1325433,-19.922432,-62.560819,1990-09-15,27,,,06:00:00,obsr106511,S9222066,eBird - Traveling Count,240,2.4,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875081,-17.3645242,-56.7751122,1994-09-11,27,,,,obsr2808,S22959058,Historical,,,14,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481700,-12.8024426,-69.2998994,2001-07-19,27,,,06:30:00,obsr293781,S11952021,eBird - Traveling Count,540,8.047,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L971972,-17.2826279,-56.6988087,1991-08-17,27,,,,obsr157963,S32899999,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3815795,-13.1266264,-69.6154261,2004-07-26,27,,,,obsr568891,S26308288,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L1417237,-13.1372421,-69.6119071,1993-07-02,27,,,06:00:00,obsr106511,S10293945,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L1417237,-13.1372421,-69.6119071,1993-06-05,27,,,14:00:00,obsr106511,S10293967,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L1417237,-13.1372421,-69.6119071,1993-07-02,27,,,06:00:00,obsr106511,S10293941,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L1417237,-13.1372421,-69.6119071,1993-06-05,27,,,14:00:00,obsr106511,S10007032,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,3,PE-MDD,L1417237,-13.1372421,-69.6119071,1993-07-05,27,,,06:00:00,obsr106511,S10293939,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,6,BO-S,L816130,-17.9483605,-63.1605721,1996-11-17,27,,,,obsr351820,S28603605,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L816130,-17.9483605,-63.1605721,2004-09-13,27,,,,obsr312212,S32038851,Historical,,,10,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L1316573,-14.8646731,-60.3279877,1990-08-19,27,,,05:30:00,obsr106511,S9137997,eBird - Casual Observation,,,4,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2763261,-25.932,-58.2185,2001-07-28,27,,,08:00:00,obsr217001,S16957863,eBird - Traveling Count,720,20,35,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L768519,-12.8376921,-69.2944136,2004-07-24,27,,,,obsr568891,S26308286,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L768519,-12.8376921,-69.2944136,1992-07-21,27,,,06:00:00,obsr106511,S9978757,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L481850,-13.0774718,-69.5805359,1992-07-14,27,,,06:00:00,obsr106511,S9978749,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L768519,-12.8376921,-69.2944136,1992-07-26,27,,,06:00:00,obsr106511,S9978762,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L768519,-12.8376921,-69.2944136,2004-07-23,27,,,,obsr568891,S26308285,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762314,-22.9333333,-60.3166667,2003-12-11,27,,,,obsr520076,S20164953,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762314,-22.9333333,-60.3166667,2003-12-12,27,,,,obsr520076,S20164164,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762314,-22.9333333,-60.3166667,2003-12-11,27,,,,obsr520076,S20171529,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762314,-22.9333333,-60.3166667,2003-12-10,27,,,,obsr520076,S20165715,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L3580483,-17.0402087,-63.6057329,1984-03-30,27,,,09:00:00,obsr428796,S22981918,eBird - Traveling Count,570,110,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762341,-22.15,-57.95,2003-09-30,27,,,,obsr520076,S20166442,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2761830,-22.398,-57.458,1999-10-19,27,,,,obsr520076,S20167429,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762034,-22.6583333,-59.5591667,2001-12-13,27,,,,obsr520076,S20166892,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761889,-19.5875,-58.6991667,2002-12-05,27,,,,obsr520076,S20171474,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762080,-23.08,-57.41,2003-08-27,27,,,,obsr520076,S20161169,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2762771,-20.23,-58.17,2003-10-06,27,,,,obsr520076,S20171531,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762221,-23.9333333,-58.5833333,2001-05-16,27,,,,obsr520076,S20162419,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762221,-23.9333333,-58.5833333,2001-03-08,27,,,,obsr520076,S20169847,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762221,-23.9333333,-58.5833333,2001-01-13,27,,,,obsr520076,S20163181,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761799,-19.92,-58.3,1999-09-27,27,,,,obsr520076,S20166953,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761845,-22.6805556,-59.32,2002-12-14,27,,,,obsr520076,S20166395,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761864,-19.7802778,-58.7819444,2003-01-09,27,,,,obsr520076,S20161161,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761837,-19.95,-59.7,2004-04-24,27,,,,obsr520076,S20164163,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761959,-22.5402778,-59.6763889,2001-05-27,27,,,,obsr520076,S20163172,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762278,-22.3166667,-59.05,2003-12-14,27,,,,obsr520076,S20166445,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2762278,-22.3166667,-59.05,2003-10-22,27,,,,obsr520076,S20165713,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2004-09-21,27,,,08:00:00,obsr426915,S18548472,eBird - Traveling Count,180,10,3,1,G912772
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761547,-20.1,-58.2666667,1999-10-05,27,,,,obsr520076,S20166260,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1738984,-19.776779,-55.6771946,2003-11-19,27,,,07:00:00,obsr335033,S12727350,eBird - Casual Observation,,,14,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761990,-19.6947222,-58.8019444,2002-10-05,27,,,,obsr520076,S20165659,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761990,-19.6947222,-58.8019444,2003-01-11,27,,,,obsr520076,S20172294,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2762028,-19.5833333,-59.2666667,1999-09-16,27,,,,obsr520076,S20169139,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762161,-22.41,-57.16,1999-11-17,27,,,,obsr520076,S20168429,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2762028,-19.5833333,-59.2666667,1999-09-19,27,,,,obsr520076,S20164711,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2762052,-19.8730556,-58.8025,2002-12-07,27,,,,obsr520076,S20167098,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L890609,-12.8338169,-69.2969511,2004-07-23,27,,,,obsr336721,S15769467,eBird - Casual Observation,,,9,0,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1256234,-19.9526426,-56.3044081,2004-01-02,27,,,,obsr323974,S32742757,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3815795,-13.1266264,-69.6154261,2004-07-28,27,,,,obsr658602,S25663625,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L3815795,-13.1266264,-69.6154261,2004-07-26,27,,,,obsr658602,S25663623,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,AR-H,L2733919,-25.4680107,-61.9031096,2001-11-02,27,,,06:00:00,obsr239728,S17591551,eBird - Traveling Count,720,50,2,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2763333,-22.3,-57.25,1999-10-26,27,,,,obsr520076,S20163965,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2762562,-20.05,-58.4166667,1997-09-05,27,,,,obsr520076,S20167761,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2763261,-25.932,-58.2185,2000-09-27,27,,,05:30:00,obsr239728,S26596598,eBird - Traveling Count,600,4,2,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2763261,-25.932,-58.2185,2001-07-27,27,,,07:00:00,obsr239728,S26639628,eBird - Traveling Count,720,8,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2002-11-25,27,,,,obsr520076,S20169282,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,1995-10-21,27,,,,obsr520076,S20164772,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,1995-10-10,27,,,,obsr520076,S20165571,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,1998-08-13,27,,,,obsr520076,S20164726,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,1995-10-25,27,,,,obsr520076,S20163266,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761754,-20.31,-60.31,2002-12-01,27,,,,obsr520076,S20161844,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2763262,-19.8091667,-58.6233333,2002-10-03,27,,,,obsr520076,S20165660,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-2,L2762501,-23.53,-57.36,2003-10-01,27,,,,obsr520076,S20161910,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2761994,-22.3833333,-59.8333333,2001-04-04,27,,,,obsr520076,S20167691,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762372,-22.1006432,-57.6155243,1999-10-15,27,,,,obsr520076,S20160939,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761936,-19.845,-58.7544444,2002-12-08,27,,,,obsr520076,S20166398,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,AR-Y,L756209,-23.7608379,-64.8495054,2002-09-09,27,,,09:00:00,obsr426915,S15783808,eBird - Traveling Count,360,20,2,1,G735736
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762069,-22.0333333,-60.6,2003-02-26,27,,,,obsr520076,S20164946,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L602498,-12.603921,-69.2015076,2004-07-31,27,,,,obsr658602,S25663616,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2761946,-19.9838889,-59.3025,2002-10-03,27,,,,obsr520076,S20167865,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762199,-22.48,-57.8,1999-10-13,27,,,,obsr520076,S20170599,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761887,-22.5694444,-59.3397222,2000-10-01,27,,,,obsr520076,S20171318,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761887,-22.5694444,-59.3397222,2000-11-18,27,,,,obsr520076,S20170564,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761887,-22.5694444,-59.3397222,2001-01-11,27,,,,obsr520076,S20161666,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L831297,-17.7664245,-63.0697632,2001-05-13,27,,,02:00:00,obsr132371,S30142065,eBird - Casual Observation,,,5,1,G841659
Plain Tyrannulet,Inezia inornata,X,PY-1,L2763176,-22.66,-57.55,2002-05-08,27,,,,obsr520076,S20168330,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2763176,-22.66,-57.55,1999-11-10,27,,,,obsr520076,S20164709,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2763117,-19.9658333,-58.2044444,2002-12-02,27,,,,obsr520076,S20165662,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-16,L2763117,-19.9658333,-58.2044444,2002-03-22,27,,,,obsr520076,S20166182,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2761962,-22.5,-59.8166667,2002-09-28,27,,,,obsr520076,S20164885,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761601,-25.06,-57.83,2004-02-22,27,,,,obsr520076,S20162666,eBird - Casual Observation,,,,1,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762042,-22.6,-57.43,2000-09-30,27,,,,obsr520076,S20164704,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762042,-22.6,-57.43,1996-10-19,27,,,,obsr520076,S20169930,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761870,-22.545,-59.3111111,2000-09-29,27,,,,obsr520076,S20166245,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761870,-22.545,-59.3111111,2001-02-24,27,,,,obsr520076,S20166925,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-15,L2761870,-22.545,-59.3111111,2000-11-17,27,,,,obsr520076,S20168399,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2762049,-21.1441667,-59.7522222,2002-11-23,27,,,,obsr520076,S20164108,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L2341011,-16.6206959,-56.7353135,2000-09-06,27,,,06:00:00,obsr648527,S25238861,eBird - Traveling Count,780,10,2,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2761695,-25.044,-58.1423333,2001-10-31,27,,,05:30:00,obsr239728,S26597335,eBird - Traveling Count,840,10,2,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L2761695,-25.044,-58.1423333,2004-09-23,27,,,07:00:00,obsr426915,S18548466,eBird - Traveling Count,960,20,3,1,G912771
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1118288,-20.2918254,-56.2204742,2004-11-18,27,,,07:30:00,obsr125809,S7882864,eBird - Traveling Count,480,8.047,16,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1118288,-20.2918254,-56.2204742,2004-11-19,27,,,07:30:00,obsr125809,S7882874,eBird - Traveling Count,420,8.047,16,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L4306935,-13.7352163,-66.4083624,2004-10-06,27,,,,obsr172418,S27796833,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,1,BO-S,L678272,-14.557778,-60.930833,1992-08-10,27,,,05:00:00,obsr16653,S14106857,eBird - Traveling Count,720,45.062,10,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L678272,-14.557778,-60.930833,1992-08-08,27,,,05:00:00,obsr16653,S4767423,eBird - Traveling Count,720,45.06,10,1,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L481850,-13.0774718,-69.5805359,2001-08-08,27,,,14:00:00,obsr784704,S31049690,eBird - Traveling Count,90,2.414,1,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2003-10-12,27,,,,obsr425489,S27666356,Historical,,,9,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L692524,-17.2772187,-60.6280518,1987-11-09,27,,,,obsr23015,S4872790,eBird - Casual Observation,,,3,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2003-09-13,27,,,,obsr169374,S19042887,eBird - Casual Observation,,,9,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L831297,-17.7664245,-63.0697632,2001-11-18,27,,,,obsr277194,S27288098,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,2,BO-S,L831297,-17.7664245,-63.0697632,1999-07-17,27,,,12:00:00,obsr294601,S26994195,eBird - Traveling Count,420,5,2,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L604107,-14.8810872,-61.0839844,2004-10-01,27,,,,obsr220662,S6907456,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L604107,-14.8810872,-61.0839844,2004-10-10,27,,,,obsr220662,S6907458,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,BO-S,L586514,-13.5559,-61.0096,1992-08-05,27,,,05:30:00,obsr16653,S4253863,eBird - Traveling Count,960,24.14,10,1,
Plain Tyrannulet,Inezia inornata,X,BO-H,L1326653,-20.5163889,-63.2827778,2005-01-02,27,,,14:15:00,obsr112693,S9229044,eBird - Traveling Count,110,.483,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-T,L1326654,-21.3066667,-63.4708333,2005-01-03,27,,,08:10:00,obsr112693,S9229045,eBird - Traveling Count,50,.322,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2005-06-11,27,,,,obsr179253,S9552366,eBird - Casual Observation,,,5,1,
Plain Tyrannulet,Inezia inornata,X,BO-T,L1326655,-21.3233333,-63.4711111,2005-01-03,27,,,09:10:00,obsr112693,S9229046,eBird - Traveling Count,75,.805,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875094,-17.1174301,-56.9291611,2005-07-22,27,,,,obsr44754,S20849698,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L874401,-15.1694417,-56.8537824,2005-07-27,27,,,,obsr44754,S20849704,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2005-09-04,27,,,05:30:00,obsr247511,S7862375,eBird - Stationary Count,720,,14,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2005-09-07,27,,,06:00:00,obsr247511,S7862825,eBird - Traveling Count,360,5,,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L875421,-16.7480953,-56.857471,2005-09-05,27,,,06:00:00,obsr247511,S7862500,eBird - Traveling Count,720,10,,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1256234,-19.9526426,-56.3044081,2005-03-17,27,,,,obsr131204,S8701112,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L604107,-14.8810872,-61.0839844,2005-02-17,27,,,05:30:00,obsr230544,S11433397,eBird - Casual Observation,,,3,1,
Plain Tyrannulet,Inezia inornata,1,BR-MS,L1264036,-20.2270867,-55.9159899,2005-10-11,27,,,,obsr552982,S22495510,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,4,BO-T,L5274821,-21.52,-63.781,2005-03-31,27,,,06:00:00,obsr212296,S33766344,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-07-05,27,,,,obsr228451,S31607433,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-08-05,27,,,,obsr228451,S31607434,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,1,AR-P,L1007154,-26.343422,-58.2221639,2005-01-12,27,,,,obsr228451,S30651630,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-10-05,27,,,,obsr228451,S31607436,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,1,AR-P,L1007154,-26.343422,-58.2221639,2005-07-11,27,,,,obsr228451,S30664182,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-10-20,27,,,,obsr228451,S31388202,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-09-05,27,,,,obsr228451,S31607435,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-01-05,27,,,,obsr228451,S31607427,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-11-05,27,,,,obsr228451,S31607437,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-12-05,27,,,,obsr228451,S31607438,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2005-10-01,27,,,,obsr228451,S31384798,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,5,BR-MT,L3152852,-17.1236888,-56.9457114,2005-07-14,27,,,06:30:00,obsr284567,S31753669,Historical,180,,3,0,
Plain Tyrannulet,Inezia inornata,X,PY-19,L2761835,-23.1666667,-61.6166667,2005-03-05,27,,,,obsr520076,S20162681,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-S,L997699,-15.2285396,-61.0125732,2005-01-20,27,,,,obsr220662,S6907489,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L997432,-13.2319246,-63.8291931,2005-06-30,27,,,,obsr220662,S6905734,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L997425,-14.0193557,-64.9182129,2005-07-09,27,,,,obsr220662,S6905708,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L997416,-13.613956,-64.5062256,2005-07-25,27,,,,obsr220662,S6905638,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BO-B,L997430,-13.7167061,-64.5762634,2005-07-21,27,,,,obsr220662,S6905720,eBird - Casual Observation,,,1,1,
Plain Tyrannulet,Inezia inornata,1,PE-MDD,L599450,-12.35545,-70.7064,2006-08-17,27,,,07:30:00,obsr207922,S6219784,eBird - Traveling Count,300,3.219,7,1,
Plain Tyrannulet,Inezia inornata,X,BR-MS,L1077164,-17.6649598,-56.4257813,2006-06-20,27,,,,obsr96561,S7548208,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,2,AR-A,L1133147,-24.8060581,-63.5353088,2006-10-22,27,,,08:30:00,obsr555965,S34553693,eBird - Traveling Count,600,24.14,16,1,G2223798
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L4521850,-12.5587803,-69.0538502,2006-06-04,27,,,14:40:00,obsr225057,S30078160,eBird - Traveling Count,170,1,7,1,
Plain Tyrannulet,Inezia inornata,2,PE-MDD,L2231376,-12.6077573,-69.0811086,2006-06-05,27,,,06:00:00,obsr225057,S30088136,eBird - Traveling Count,340,2.3,8,1,
Plain Tyrannulet,Inezia inornata,4,BR-RO,L2818188,-10.9289489,-65.2769852,2006-08-06,27,,,06:15:00,obsr412230,S18157955,eBird - Traveling Count,305,14,2,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2006-03-05,27,,,,obsr228451,S31607784,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2006-01-05,27,,,,obsr228451,S31607782,Historical,,,,1,
Plain Tyrannulet,Inezia inornata,X,AR-P,L1007154,-26.343422,-58.2221639,2006-02-05,27,,,,obsr228451,S31607783,Historical,,,,0,
Plain Tyrannulet,Inezia inornata,X,PE-MDD,L295280,-13.0947698,-70.5314983,2006-08-11,27,,,,obsr649861,S28690117,eBird - Casual Observation,,,1,0,
Plain Tyrannulet,Inezia inornata,X,PY-1,L2762080,-23.08,-57.41,2006-02-16,27,,,,obsr520076,S20170101,eBird - Casual Observation,,,,0,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L1464769,-16.7581146,-56.8772335,2006-08-01,27,,,06:30:00,obsr179592,S10255090,eBird - Traveling Count,300,3.219,2,0,
Plain Tyrannulet,Inezia inornata,2,AR-A,L1133147,-24.8060581,-63.5353088,2006-10-22,27,,,08:30:00,obsr125809,S7993068,eBird - Traveling Count,600,24.14,16,1,G2223798
Plain Tyrannulet,Inezia inornata,10,BO-B,L3991831,-14.0708522,-66.8145275,2006-09-21,27,,,,obsr123284,S25715855,Historical,,,1,1,
Plain Tyrannulet,Inezia inornata,20,AR-A,L847524,-25.1272576,-64.1168976,2006-10-26,27,,,,obsr123284,S25717287,Historical,,,1,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L891932,-16.3786111,-56.6208333,2007-06-19,27,,,06:00:00,obsr93251,S19625447,eBird - Casual Observation,,,9,1,
Plain Tyrannulet,Inezia inornata,X,BR-MT,L1464769,-16.7581146,-56.8772335,2007-06-21,27,,,06:00:00,obsr93251,S19632790,eBird - Casual Observation,,,9,1,
